index,cover,digital_message,analog_message,digital_fsk,analog_fm,digital_ask,analog_am,digital_psk,analog_pm
144,-0.0000000000,0,0.5656854249,-1.0000000000,0.7764432999,-0.0000000000,-0.0000000000,-0.0000000000,0.7761750478
145,0.3826834324,0,0.5927609003,-0.9569403357,0.9734606074,0.1339392013,0.4961033203,0.3826834324,0.9696525705
146,0.7071067812,0,0.6184083627,-0.8314696123,0.9753465648,0.2474873734,0.9257471546,0.7071067812,0.9827526594
147,0.9238795325,0,0.6425660252,-0.6343932842,0.7786448714,0.3233578364,1.2207063320,0.9238795325,0.8158254023
148,1.0000000000,0,0.6651756898,-0.3826834324,0.4209575242,0.3500000000,1.3325878449,1.0000000000,0.5020268765
149,0.9238795325,0,0.6861828880,-0.0980171403,-0.0255614717,0.3233578364,1.2408546954,0.9238795325,0.1000758814
150,0.7071067812,0,0.7055370115,0.1950903220,-0.4684444494,0.2474873734,0.9565517838,0.7071067812,-0.3172770326
151,0.3826834324,0,0.7231914345,0.4713967368,-0.8141289117,0.1339392013,0.5210601226,0.3826834324,-0.6767118811
152,0.0000000000,0,0.7391036260,0.7071067812,-0.9881180623,0.0000000000,0.0000000000,0.0000000000,-0.9171945236
153,-0.3826834324,0,0.7532352521,0.8819212643,-0.9516173196,-0.1339392013,-0.5268087582,-0.3826834324,-0.9999870871
154,-0.7071067812,0,0.7655522686,0.9807852804,-0.7107754213,-0.2474873734,-0.9777703814,-0.7071067812,-0.9142560470
155,-0.9238795325,0,0.7760250026,0.9951847267,-0.3161938449,-0.3233578364,-1.2823563408,-0.9238795325,-0.6776175554
156,-1.0000000000,0,0.7846282243,0.9238795325,0.1474751079,-0.3500000000,-1.3923141122,-1.0000000000,-0.3318888278
157,-0.9238795325,0,0.7913412080,0.7730104534,0.5797353097,-0.3233578364,-1.2894315052,-0.9238795325,0.0648929860
158,-0.7071067812,0,0.7961477813,0.5555702330,0.8862865210,-0.2474873734,-0.9885875287,-0.7071067812,0.4485906953
159,-0.3826834324,0,0.7990363650,0.2902846773,0.9999460502,-0.1339392013,-0.5355724217,-0.3826834324,0.7594220420
160,-0.0000000000,1,0.8000000000,-0.0000000000,0.8956742070,-0.0000000000,-0.0000000000,-0.0000000000,0.9510565163
161,0.3826834324,1,0.7990363650,-0.4713967368,0.5962330261,0.3826834324,0.5355724217,-0.3826834324,0.9970349531
162,0.7071067812,1,0.7961477813,-0.8314696123,0.1671516396,0.7071067812,0.9885875287,-0.7071067812,0.8937373149
163,0.9238795325,1,0.7913412080,-0.9951847267,-0.2978588141,0.9238795325,1.2894315052,-0.9238795325,0.6597300915
164,1.0000000000,1,0.7846282243,-0.9238795325,-0.6976976603,1.0000000000,1.3923141122,-1.0000000000,0.3318888278
165,0.9238795325,1,0.7760250026,-0.6343932842,-0.9461289847,0.9238795325,1.2823563408,-0.9238795325,-0.0408685931
166,0.7071067812,1,0.7655522686,-0.1950903220,-0.9904759704,0.7071067812,0.9777703814,-0.7071067812,-0.4051368663
167,0.3826834324,1,0.7532352521,0.2902846773,-0.8226316065,0.3826834324,0.5268087582,-0.3826834324,-0.7106910965
168,-0.0000000000,1,0.7391036260,0.7071067812,-0.4800955706,-0.0000000000,-0.0000000000,0.0000000000,-0.9171945236
169,-0.3826834324,1,0.7231914345,0.9569403357,-0.0370569356,-0.3826834324,-0.5210601226,0.3826834324,-0.9991134714
170,-0.7071067812,1,0.7055370115,0.9807852804,0.4122293057,-0.7071067812,-0.9565517838,0.7071067812,-0.9483328976
171,-0.9238795325,1,0.6861828880,0.7730104534,0.7738925194,-0.9238795325,-1.2408546954,0.9238795325,-0.7743213036
172,-1.0000000000,1,0.6651756898,0.3826834324,0.9741589825,-1.0000000000,-1.3325878449,1.0000000000,-0.5020268765
173,-0.9238795325,1,0.6425660252,-0.0980171403,0.9741308886,-0.9238795325,-1.2207063320,0.9238795325,-0.1679570314
174,-0.7071067812,1,0.6184083627,-0.5555702330,0.7767138288,-0.7071067812,-0.9257471546,0.7071067812,0.1849248778
175,-0.3826834324,1,0.5927609003,-0.8819212643,0.4246165321,-0.3826834324,-0.4961033203,0.3826834324,0.5127694934
176,-0.0000000000,1,0.5656854249,-1.0000000000,-0.0096966696,-0.0000000000,-0.0000000000,0.0000000000,0.7761750478
177,0.3826834324,1,0.5372471639,-0.8819212643,-0.4395880842,0.3826834324,0.4854812267,-0.3826834324,0.9446758523
178,0.7071067812,1,0.5075146273,-0.5555702330,-0.7818728387,0.7071067812,0.8865402985,-0.7071067812,0.9999303342
179,0.9238795325,1,0.4765594436,-0.0980171403,-0.9728285115,0.9238795325,1.1440212905,-0.9238795325,0.9373406847
180,1.0000000000,1,0.4444561864,0.3826834324,-0.9795293028,1.0000000000,1.2222280932,-1.0000000000,0.7660325873
181,0.9238795325,1,0.4112821954,0.7730104534,-0.8046187576,0.9238795325,1.1138671337,-0.9238795325,0.5073067917
182,0.7071067812,1,0.3771173895,0.9807852804,-0.4840792869,0.7071067812,0.8404379129,-0.7071067812,0.1918271693
183,0.3826834324,1,0.3420440747,0.9569403357,-0.0789492206,0.3826834324,0.4481307326,-0.3826834324,-0.1440792930
184,0.0000000000,1,0.3061467459,0.7071067812,0.3369951210,0.0000000000,0.0000000000,-0.0000000000,-0.4625721274
185,-0.3826834324,1,0.2695118827,0.2902846773,0.6910074507,-0.3826834324,-0.4342522985,0.3826834324,-0.7284435485
186,-0.7071067812,1,0.2322277418,-0.1950903220,0.9239876391,-0.7071067812,-0.7892116867,0.7071067812,-0.9128377175
187,-0.9238795325,1,0.1943841439,-0.6343932842,0.9998124808,-0.9238795325,-1.0136732985,0.9238795325,-0.9961864382
188,-1.0000000000,1,0.1560722576,-0.9238795325,0.9100516589,-1.0000000000,-1.0780361288,1.0000000000,-0.9700990547
